"NUTS_code","NUTS_year","edge","field","low","rich","edge_mha","agriculture","fallow_per"
"D125","D125_2007",28,0,135,11,67.448063568365,136.253182467035,3.47461665336085
"D129","D129_2007",14,7,74,11,45.3179967903755,176.283188460611,1.38890082599149
"D129","D129_2007",20,7,57,12,45.3179967903755,176.283188460611,2.15369415610218
"D125","D125_2007",35,9,60,10,74.368209736564,147.768533752275,5.48331308925249
"D125","D125_2007",38,32,44,16,24.8360521452919,170.030350275183,10.1157485786508
"D125","D125_2007",38,24,25,10,24.8360521452919,170.030350275183,5.48331308925249
"D130","D130_2007",13,60,0,5,0,301.308000015235,11.3631246500234
"D130","D130_2007",7,106,6,5,0,301.308000015235,5.55464598645967
"D130","D130_2007",11,69,19,5,0,301.308000015235,3.37615039420431
"D130","D130_2007",37,34,59,12,47.9993694452096,300.794452438666,11.3631246500234
"D130","D130_2007",63,78,99,14,47.9993694452096,300.794452438666,5.55464598645967
"D130","D130_2007",31,23,90,13,47.9993694452096,300.794452438666,3.37615039420431
"D120","D120_2007",12,55,18,9,35.8339571276825,248.115456112768,8.99438783718861
"D120","D120_2007",12,1,89,10,52.3234639497019,88.8568801101015,8.99438783718861
"D119","D119_2007",19,4,79,9,28.3288755740361,82.5867612040461,9.63438207086149
"D119","D119_2007",10,8,74,11,28.3288755740361,82.5867612040461,4.39733963095265
"D119","D119_2007",6,10,50,7,28.3288755740361,82.5867612040461,3.18648364456162
"D119","D119_2007",0,0,25,2,22.012489336205,53.5612542946699,9.63438207086149
"D119","D119_2007",0,0,16,3,22.012489336205,53.5612542946699,4.39733963095265
"D119","D119_2007",4,0,7,2,22.012489336205,53.5612542946699,3.18648364456162
"D119","D119_2007",17,11,126,10,51.7012202333481,210.961907159647,9.63438207086149
"D119","D119_2007",7,15,94,11,51.7012202333481,210.961907159647,4.39733963095265
"D119","D119_2007",5,4,95,8,51.7012202333481,210.961907159647,3.18648364456162
"D124","D124_2007",0,0,32,3,78.7464433740596,69.789074686437,3.02623312009904
"D124","D124_2007",0,0,23,3,78.7464433740596,69.789074686437,3.84702081395576
"D124","D124_2007",19,5,48,6,28.8342513901934,107.241009680829,9.05142455892199
"D124","D124_2007",13,5,47,9,28.8342513901934,107.241009680829,3.02623312009904
"D119","D119_2007",6,0,125,10,0,214.768762143765,9.63438207086149
"D119","D119_2007",2,1,121,10,0,214.768762143765,4.39733963095265
"D119","D119_2007",11,0,110,9,0,214.768762143765,3.18648364456162
"D119","D119_2007",14,3,72,8,36.3807595553229,224.943786275408,9.63438207086149
"D119","D119_2007",12,4,78,7,36.3807595553229,224.943786275408,4.39733963095265
"D119","D119_2007",14,5,66,11,36.3807595553229,224.943786275408,3.18648364456162
"D120","D120_2007",9,4,53,10,40.2784504861548,162.439706683122,3.32677214624743
"D120","D120_2007",27,6,59,11,40.2784504861548,162.439706683122,2.77169053945676
"D120","D120_2007",2,28,103,11,23.1029405568659,257.563188503688,8.99438783718861
"D120","D120_2007",0,8,51,6,23.1029405568659,257.563188503688,3.32677214624743
"D120","D120_2007",2,7,61,9,23.1029405568659,257.563188503688,2.77169053945676
"D129","D129_2007",26,0,35,9,35.6487157160118,108.350285590281,1.38890082599149
"D129","D129_2007",17,0,32,6,35.6487157160118,108.350285590281,2.15369415610218
"D131","D131_2007",17,10,22,9,10.491577322819,137.0016092235,1.55172037126206
"D131","D131_2007",7,6,16,6,10.491577322819,137.0016092235,2.82306508829378
"D116","D116_2007",45,21,78,17,110.580747469647,247.204353738401,4.81442577140296
"D116","D116_2007",120,23,72,13,110.580747469647,247.204353738401,1.39287340616523
"D129","D129_2007",6,0,40,8,48.9284928805971,92.1318847888078,6.87316991179343
"D129","D129_2007",20,0,22,6,48.9284928805971,92.1318847888078,1.38890082599149
"D129","D129_2007",6,0,39,7,48.9284928805971,92.1318847888078,2.15369415610218
"D124","D124_2007",18,0,46,9,102.843502961353,252.717027305298,9.05142455892199
"D124","D124_2007",13,0,55,5,102.843502961353,252.717027305298,3.02623312009904
"D129","D129_2007",79,80,156,14,32.8180649611325,289.925378913977,6.87316991179343
"D129","D129_2007",12,30,147,10,32.8180649611325,289.925378913977,2.15369415610218
"D124","D124_2007",23,3,41,6,16.3097485617581,47.0967508002256,9.05142455892199
"D124","D124_2007",12,1,58,6,16.3097485617581,47.0967508002256,3.02623312009904
"D116","D116_2007",4,0,42,4,57.3927470935169,115.213196525373,4.81442577140296
"D116","D116_2007",0,0,34,4,57.3927470935169,115.213196525373,1.39287340616523
"D129","D129_2007",17,1,124,11,35.9266646279978,194.573052450689,6.87316991179343
"D129","D129_2007",19,0,112,7,35.9266646279978,194.573052450689,2.15369415610218
"D131","D131_2007",48,7,21,11,28.098470075791,185.910967641502,4.91741212562344
"D131","D131_2007",35,7,33,11,28.098470075791,185.910967641502,1.55172037126206
"D124","D124_2007",37,14,93,10,32.2314006634777,79.1146964071334,9.05142455892199
"D124","D124_2007",23,6,74,8,32.2314006634777,79.1146964071334,3.02623312009904
"D124","D124_2007",16,2,54,8,32.2314006634777,79.1146964071334,3.84702081395576
"D124","D124_2007",10,9,65,13,38.137114226964,125.117276624058,9.05142455892199
"D124","D124_2007",7,10,79,12,38.137114226964,125.117276624058,3.02623312009904
"D124","D124_2007",0,10,70,9,38.137114226964,125.117276624058,3.84702081395576
"D120","D120_2007",19,7,109,14,26.9882974292644,158.631402256126,8.99438783718861
"D120","D120_2007",29,16,74,12,26.9882974292644,158.631402256126,3.32677214624743
"D124","D124_2007",75,29,52,10,54.1875603943713,217.988344774354,9.05142455892199
"D124","D124_2007",31,23,32,8,54.1875603943713,217.988344774354,3.02623312009904
"D120","D120_2007",16,3,43,8,91.6977470370283,190.488694577681,8.99438783718861
"D120","D120_2007",6,6,53,12,91.6977470370283,190.488694577681,3.32677214624743
"D120","D120_2007",9,7,40,9,91.6977470370283,190.488694577681,2.77169053945676
"D124","D124_2007",4,1,93,10,25.8600858685926,34.6750103889186,9.05142455892199
"D124","D124_2007",13,1,62,9,25.8600858685926,34.6750103889186,3.02623312009904
"D124","D124_2007",13,1,51,7,28.1002829868022,57.6948472647236,9.05142455892199
"D124","D124_2007",0,1,76,6,28.1002829868022,57.6948472647236,3.02623312009904
"D124","D124_2007",2,0,68,6,28.1002829868022,57.6948472647236,3.84702081395576
"D120","D120_2007",30,13,67,11,8.15617198156873,280.202135517253,8.99438783718861
"D120","D120_2007",30,8,74,11,8.15617198156873,280.202135517253,3.32677214624743
"D124","D124_2007",94,72,150,16,35.3802055086758,177.370138086829,9.05142455892199
"D124","D124_2007",63,54,165,14,35.3802055086758,177.370138086829,3.02623312009904
"D131","D131_2007",2,1,29,8,19.9451220037553,53.4986487256306,1.55172037126206
"D131","D131_2007",5,0,51,7,19.9451220037553,53.4986487256306,2.82306508829378
"D121","D121_2007",17,0,59,6,29.1560179535771,33.5455622671807,4.67111263624138
"D121","D121_2007",22,0,55,8,29.1560179535771,33.5455622671807,3.8849026882445
"D128","D128_2007",30,2,93,12,90.6684933642309,233.94045186882,3.88552731033479
"D128","D128_2007",21,0,64,5,90.6684933642309,233.94045186882,2.44196405413542
"D128","D128_2007",42,7,92,13,69.0911594738353,292.510651172326,3.88552731033479
"D126","D126_2007",45,32,61,11,60.1691372079659,267.816414806855,5.19893281334124
"D126","D126_2007",47,15,52,13,60.1691372079659,267.816414806855,3.50985530807986
"D126","D126_2007",66,11,44,11,62.8790313100943,292.08624123287,5.19893281334124
"D126","D126_2007",55,8,41,10,62.8790313100943,292.08624123287,3.50985530807986
"D123","D123_2007",15,0,55,7,72.1852804469248,126.277325013293,3.93039701054247
"D123","D123_2007",11,0,50,8,72.1852804469248,126.277325013293,3.19356838286612
"D126","D126_2007",39,40,4,6,24.4678303959428,305.494672801036,5.19893281334124
"D131","D131_2007",0,0,11,2,27.9573638805535,45.5957226291254,1.55172037126206
"D131","D131_2007",0,0,3,1,27.9573638805535,45.5957226291254,2.82306508829378
"D123","D123_2007",71,26,87,18,99.3913044307608,287.304791171757,3.93039701054247
"D126","D126_2007",20,7,23,8,76.6736985215694,296.739085218462,5.19893281334124
"D123","D123_2007",68,40,108,16,48.2295182642334,261.486586007727,3.93039701054247
"D123","D123_2007",69,23,73,16,48.2295182642334,261.486586007727,3.19356838286612
"D131","D131_2007",22,35,12,7,5.58108357248974,304.820736161417,1.55172037126206
"D131","D131_2007",22,30,14,7,5.58108357248974,304.820736161417,2.82306508829378
"D122","D122_2007",2,0,58,7,45.010623371314,70.0790378580978,3.26026292356764
"D122","D122_2007",5,0,50,7,45.010623371314,70.0790378580978,2.89958605701186
"D131","D131_2007",53,6,69,11,78.7538042284605,169.858018702752,2.82306508829378
"D126","D126_2007",24,4,87,10,66.487603622715,285.738694788368,5.19893281334124
"D126","D126_2007",31,3,64,11,66.487603622715,285.738694788368,3.50985530807986
"D121","D121_2007",40,9,97,13,32.4837151127866,223.748410599742,4.67111263624138
"D121","D121_2007",45,18,103,12,32.4837151127866,223.748410599742,3.8849026882445
"D117","D117_2007",0,1,8,3,31.2791800580535,173.045169873332,5.27637130256379
"D117","D117_2007",6,0,0,1,31.2791800580535,173.045169873332,5.73039352862844
"D131","D131_2007",73,8,64,11,28.8066845032085,144.047852853445,1.55172037126206
"D131","D131_2007",75,6,86,13,28.8066845032085,144.047852853445,2.82306508829378
"D128","D128_2007",23,21,38,8,62.3560157813532,288.89162537867,3.88552731033479
"D128","D128_2007",34,33,30,10,62.3560157813532,288.89162537867,2.44196405413542
"D121","D121_2007",22,5,23,7,45.7929407030188,163.067683223709,4.67111263624138
"D121","D121_2007",14,8,40,10,45.7929407030188,163.067683223709,3.8849026882445
"D122","D122_2007",104,33,73,14,0,309.832355946241,2.89958605701186
"D131","D131_2007",13,26,10,8,1.93142778578767,311.313425603394,1.55172037126206
"D131","D131_2007",23,28,12,8,1.93142778578767,311.313425603394,2.82306508829378
"D128","D128_2007",13,106,10,8,19.1357412594033,211.70986696959,7.57399486799345
"D128","D128_2007",10,116,11,8,19.1357412594033,211.70986696959,3.88552731033479
"D128","D128_2007",57,79,14,9,19.1357412594033,211.70986696959,2.44196405413542
"D128","D128_2007",35,18,34,11,36.346523042521,249.734171842199,7.57399486799345
"D128","D128_2007",22,15,25,9,36.346523042521,249.734171842199,3.88552731033479
"D128","D128_2007",17,6,21,7,36.346523042521,249.734171842199,2.44196405413542
"D126","D126_2007",52,12,56,15,40.5781960367818,260.250979757987,8.55990268932589
"D126","D126_2007",57,25,54,13,40.5781960367818,260.250979757987,3.50985530807986
